"","x"
"1687",1.242236
"1688",1.109139
"1689",6.21118
"1690",1.730257
"1691",1.153505
"1692",1.055901
"1693",1.879326
"1694",1.401952
"1695",1.419698
"1696",2.715173
"1697",4.081633
"1698",1.75244
"1699",1.088731
"1700",3.549246
"1701",1.283052
"1702",2.173913
"1703",2.839397
"1704",3.371783
"1705",1.330967
"1706",4.61402
"1707",10.8252
"1708",5.767524
"1709",1.109139
"1710",31.055901
"1711",3.10559
"1712",1.330967
"1713",1.685892
"1714",3.992902
"1715",1.840813
"1716",1.282811
"1717",5.376799
"1718",1.361558
"1719",1.058425
"1720",1.003387
"1721",2.96359
"1722",1.270957
"1723",1.905165
"1724",4.2337
"1725",1.947502
"1726",2.911092
"1727",24.555461
"1728",1.227773
"1729",1.219306
"1730",3.268417
"1731",4.826418
"1732",1.65961
"1733",1.214225
"1734",1.016088
"1735",1.523285
"1736",2.684166
"1737",1.562235
"1738",1.121084
"1739",1.014395
"1740",42.091448
"1741",1.69348
"1742",1.640135
"1743",1.947502
"1744",4.65707
"1745",1.058425
"1746",1.116003
"1747",1.524132
"1748",1.392041
"1749",1.227773
"1750",14.394581
"1751",1.130398
"1752",1.744285
"1753",1.947502
"1754",1.185436
"1755",2.565622
"1756",1.14818
"1757",2.176122
"1758",1.331075
"1759",20.863675
"1760",1.894157
"1761",2.11685
"1762",1.651143
"1763",1.058425
"1764",9.229467
"1765",1.143099
"1766",5.92718
"1767",1.198137
"1768",1.774767
"1769",1.875529
"1770",5.664691
"1771",1.100762
"1772",4.149026
"1773",1.283658
"1774",1.058425
"1775",2.201524
"1776",1.289585
"1777",1.354784
"1778",4.416596
"1779",1.27011
"1780",14.394581
"1781",2.686706
"1782",1.69348
"1783",1.624047
"1784",3.38696
"1785",4.064352
"1786",1.301439
"1787",1.27011
"1788",1.553768
"1789",1.476715
"1790",1.18967
"1791",1.016088
"1792",10.137172
"1793",2.662997
"1794",1.045724
"1795",3.81033
"1796",1.27011
"1797",1.69348
"1798",1.481795
"1799",1.524132
"1800",2.96359
"1801",1.181202
"1802",1.565622
"1803",3.048264
"1804",3.337849
"1805",1.45724
"1806",1.016088
"1807",4.301439
"1808",2.032176
"1809",4.022015
"1810",1.121931
"1811",1.879763
"1812",2.201524
"1813",1.27011
"1814",1.734124
"1815",1.168501
"1816",6.77392
"1817",1.176969
"1818",4.500423
"1819",2.213378
"1820",1.016088
"1821",1.862828
"1822",2.201524
"1823",1.219306
"1824",5.715495
"1825",6.435224
"1826",5.50381
"1827",2.54022
"1828",5.08044
"1829",5.08044
"1830",2.032176
"1831",4.091448
"1832",1.901778
"1833",4.826418
"1834",2.132091
"1835",1.569856
"1836",1.253175
"1837",1.27011
"1838",3.099069
"1839",1.910246
"1840",1.295512
"1841",2.54022
"1842",2.487722
"1843",2.286198
"1844",1.405588
"1845",1.102456
"1846",1.016088
"1847",3.852667
"1848",12.801863
"1849",1.608806
"1850",1.524132
"1851",1.972904
"1852",1.27011
"1853",1.784928
"1854",16.088061
"1855",1.439458
"1856",152.413209
"1857",1.439458
"1858",3.130398
"1859",6.287045
"1860",2.777307
"1861",1.033023
"1862",1.016088
"1863",14.013548
"1864",1.27011
"1865",1.215072
"1866",8.367485
"1867",1.058425
"1868",1.117697
"1869",3.81033
"1870",1.100762
"1871",1.520745
"1872",1.487722
"1873",3.38696
"1874",4.65707
"1875",2.277731
"1876",1.04149
"1877",1.176969
"1878",1.524132
"1879",1.288738
"1880",1.27011
"1881",3.77392
"1882",1.198137
"1883",2.352244
"1884",1.066892
"1885",1.066892
"1886",9.398815
"1887",1.27011
"1888",5.770533
"1889",1.049958
"1890",1.536833
"1891",1.083827
"1892",1.879763
"1893",1.278577
"1894",1.354784
"1895",3.979678
"1896",5.249788
"1897",1.565622
"1898",12.701101
"1899",4.572396
"1900",2.921253
"1901",1.778154
"1902",1.524132
"1903",11.685013
"1904",2.11685
"1905",1.733277
"1906",2.54022
"1907",1.176122
"1908",6.011854
"1909",32.387807
"1910",10.584251
"1911",1.642676
"1912",3.38696
"1913",1.016088
"1914",4.868755
"1915",1.528366
"1916",1.100762
"1917",1.079594
"1918",1.69348
"1919",18.628281
"1920",1.731583
"1921",3.81033
"1922",1.100762
"1923",1.837426
"1924",1.016088
"1925",4.65707
"1926",1.314987
"1927",1.524132
"1928",2.286198
"1929",1.016088
"1930",1.88569
"1931",1.3116
"1932",1.227773
"1933",1.100762
"1934",3.38696
"1935",1.634208
"1936",1.013548
"1937",1.726503
"1938",3.81033
"1939",2.456393
"1940",2.686706
"1941",1.003387
"1942",1.015241
"1943",1.862828
"1944",1.083827
"1945",2.11685
"1946",4.149026
"1947",1.016088
"1948",1.016088
"1949",1.176969
"1950",1.877063
"1951",1.268152
"1952",1.356436
"1953",7.425743
"1954",1.134488
"1955",1.329208
"1956",1.287129
"1957",1.565182
"1958",1.072607
"1959",2.310231
"1960",1.094059
"1961",2.617162
"1962",1.990099
"1963",1.987624
"1964",1.155941
"1965",3.378713
"1966",1.216997
"1967",1.95132
"1968",4.125413
"1969",1.40264
"1970",1.026403
"1971",1.707921
"1972",1.237624
"1973",3.30033
"1974",1.278878
"1975",2.981023
"1976",4.075908
"1977",3.712871
"1978",1.237624
"1979",1.031353
"1980",1.45462
"1981",1.689769
"1982",2.367987
"1983",3.465347
"1984",1.237624
"1985",1.064356
"1986",1.423267
"1987",1.485149
"1988",2.475248
"1989",1.736799
"1990",10.99835
"1991",1.084983
"1992",1.155116
"1993",1.258251
"1994",1.89769
"1995",1.006601
"1996",1.108911
"1997",1.031353
"1998",1.320132
"1999",1.90264
"2000",8.250825
"2001",1.094884
"2002",2.887789
"2003",2.302805
"2004",1.735974
"2005",3.217822
"2006",1.084983
"2007",1.485149
"2008",2.499175
"2009",4.867987
"2010",1.105611
"2011",12.376238
"2012",1.7467
"2013",3.589109
"2014",1.021452
"2015",3.465347
"2016",4.537954
"2017",5.19802
"2018",2.675743
"2019",1.275578
"2020",1.650165
"2021",3.30033
"2022",1.320132
"2023",1.485149
"2024",2.533003
"2025",3.855611
"2026",1.208746
"2027",1.290429
"2028",2.805281
"2029",1.265677
"2030",5.612211
"2031",1.443894
"2032",2.10396
"2033",2.475248
"2034",1.815182
"2035",1.49505
"2036",2.042904
"2037",1.070957
"2038",1.237624
"2039",2.062706
"2040",1.017327
"2041",1.650165
"2042",15.284653
"2043",2.293729
"2044",1.072607
"2045",4.537954
"2046",1.237624
"2047",10.184818
"2048",1.664191
"2049",2.310231
"2050",6.372937
"2051",1.410891
"2052",1.114686
"2053",1.870462
"2054",2.062706
"2055",1.068482
"2056",1.670792
"2057",1.318482
"2058",1.115512
"2059",2.062706
"2060",1.072607
"2061",4.290429
"2062",2.982673
"2063",1.021452
"2064",8.085809
"2065",3.176568
"2066",1.65429
"2067",1.265677
"2068",1.081683
"2069",1.084158
"2070",2.805281
"2071",2.163366
"2072",1.278878
"2073",1.320957
"2074",1.339109
"2075",1.483498
"2076",1.822607
"2077",6.200495
"2078",13.20132
"2079",4.314356
"2080",2.407591
"2081",1.364686
"2082",1.005776
"2083",2.145215
"2084",1.901815
"2085",1.461221
"2086",20.826733
"2087",5.940594
"2088",2.722772
"2089",2.762376
"2090",1.027228
"2091",1.141914
"2092",1.64604
"2093",1.770627
"2094",4.125413
"2095",1.980198
"2096",1.320132
"2097",1.006601
"2098",8.250825
"2099",1.113861
"2100",1.650165
"2101",1.266502
"2102",1.55363
"2103",4.084158
"2104",1.448845
"2105",14.851485
"2106",1.596535
"2107",3.877888
"2108",2.021452
"2109",1.650165
"2110",1.010726
"2111",1.485149
"2112",1.278878
"2113",1.023102
"2114",4.70297
"2115",3.135314
"2116",1.864686
"2117",2.037954
"2118",2.145215
"2119",1.155116
"2120",1.056106
"2121",144.657591
"2122",28.630363
"2123",19.265677
"2124",5.528053
"2125",1.542904
"2126",4.620462
"2127",1.072607
"2128",3.712871
"2129",1.014026
"2130",1.113861
"2131",2.339934
"2132",1.938944
"2133",1.237624
"2134",3.052805
"2135",1.409241
"2136",2.55363
"2137",5.775578
"2138",1.134488
"2139",3.407591
"2140",1.072607
"2141",1.167492
"2142",1.072607
"2143",1.270627
"2144",1.472772
"2145",1.036304
"2146",1.650165
"2147",1.678218
"2148",2.640264
"2149",1.601485
"2150",17.739274
"2151",4.372937
"2152",1.361386
"2153",1.183993
"2154",2.970297
"2155",1.023102
"2156",1.130363
"2157",3.011551
"2158",1.40264
"2159",2.322607
"2160",1.115512
"2161",1.691419
"2162",1.237624
"2163",1.114686
"2164",1.40264
"2165",4.867987
"2166",1.072607
"2167",4.125413
